DOI,Title,Type
10.1158/1538-7445.am2023-1787,Abstract 1787: Design of bispecific adapters for universal CAR T cell therapies of solid tumors,journal-article
10.1158/1538-7445.am2023-6723,Abstract 6723: Application of in vitro drug screening of circulating tumor cells in pediatric glioma therapy,journal-article
10.1158/1538-7445.am2023-786,Abstract 786: Single molecule methylation sequencing of circulating DNA identifies individuals with breast cancer,journal-article
10.1158/1538-7445.am2023-1402,Abstract 1402: Comparative analysis of clinicopathologic features and tumor immune-microenvironment of primary diffuse large B cell lymphoma of the central nervous system according to molecular classification,journal-article
10.1158/1538-7445.am2023-4625,"Abstract 4625: A comprehensive guided workflow for highplex imaging, tissue segmentation, and multiplex cellular phenotyping for tumor microenvironment analysis",journal-article
10.1158/1538-7445.am2023-1325,Abstract 1325: Novel recombinant rabbit monoclonal antibodies for cancer biology research,journal-article
10.1158/1538-7445.am2023-3198,Abstract 3198: Fully human CD20 and CD19 dual-targeting CAR-T cells mediate long-term remissions and protection from tumor rechallenge <i>in vivo</i>,journal-article
10.1158/1538-7445.am2023-879,Abstract 879: Exosomal mRNAs secreted from pancreatic cancer (PC) cell lines might include good candidates of biomarkers of PC patients,journal-article
10.1158/1538-7445.am2023-6191,Abstract 6191: Temozolomide-associated DNA damage processes related to glioblastoma-immune interactions,journal-article
10.1158/1538-7445.am2023-193,Abstract 193: A high throughput vascularized immunocompetent tumoroids model in a standard multiwell plate for precision oncology,journal-article
10.1158/1538-7445.am2023-6774,Abstract 6774: The development of a spatial metabolic map of immunotherapy sensitive and resistant cutaneous skin carcinoma,journal-article
10.1158/1538-7445.am2023-1149,Abstract 1149: Universal redirection of chimeric antigen receptor T cells against solid tumors via tumor cell membrane-inserting CAR ligands,journal-article
10.1158/1538-7445.am2023-3622,Abstract 3622: Characterizing the metastatic potential and clonal dynamics of invasive subpopulations in TNBC cells in response to chemotherapy,journal-article
10.1158/1538-7445.am2023-5257,Abstract 5257: Activation of NRF2-mediated oxidative stress response pathway by curcumin analog FLLL12: Implication for chemoprevention,journal-article
10.1158/1538-7445.am2023-1530,Abstract 1530: Gastric cancerantibody fragment drug-conjugates (FDCs): Applying a successful concept to solid tumours,journal-article
10.1158/1538-7445.am2023-2714,Abstract 2714: Inhibiting Myc using heterofunctional polymeric degrading chimeras (HYDRACs): a novel class of compounds capable of targeted protein degradation,journal-article
10.1158/1538-7445.am2023-2201,Abstract 2201: Effect of opioid and cannabinoid receptors gene expression on survival of patients with colorectal cancer,journal-article
10.1158/1538-7445.am2023-861,Abstract 861: Modelling the role of EGFR mutation in the initiation of never-smoker lung cancer,journal-article
10.1158/1538-7445.am2023-6100,Abstract 6100: The Fanconi Anemia pathway protein complex FANCI/FANCD2 couples the DNA damage response to R-loop regulation through SRSF1-mediated mRNA export,journal-article
10.1158/1538-7445.am2023-5567,Abstract 5567: Circulating bacterial DNA is a non-invasive biomarker for early recurrence of NSCLC patients,journal-article
10.1158/1538-7445.am2023-6691,"Abstract 6691: Paired comparison of routine molecular screening of patient samples with advanced non-small cell lung cancer in circulating cell-free DNA using OncoBEAMTM EGFR V2, targeted next-generation sequencing Plasma-SeqSensei™ Solid Cancer IVD Kit and custom-validated NGS assay",journal-article
10.1158/1538-7445.am2023-2944,"Abstract 2944: Trastuzumab-deruxtecan (T-Dxd) induces superior macrophage/DC activation, antigen-presentation and anti-tumor adaptive immune responses, which can be augmented by CD47/SIRPA blockade",journal-article
10.1158/1538-7445.am2023-990,Abstract 990: Immune-suppressive tumor microenvironment leads to poor survival following curative intent surgical resection in soft-tissue sarcomas,journal-article
10.1158/1538-7445.am2023-953,Abstract 953: Development of a predictive biomarker signature for the highly potent SIK3 inhibitor OMX-0407,journal-article
10.1158/1538-7445.am2023-1196,Abstract 1196: The epigenetic impact and therapeutic opportunity of AR-directed therapy for DSRCT,journal-article
10.1158/1538-7445.am2023-5598,Abstract 5598: Microfluidic isolation and capture of circulating tumor cells and clusters from mouse blood,journal-article
10.1158/1538-7445.am2023-799,Abstract 799: Measuring the impact of the COVID-19 pandemic on breast cancer screening in Puerto Rico,journal-article
10.1158/1538-7445.am2023-5948,Abstract 5948: MAGE-A3 expression with MMR-MSH6 screening suggests MAGE-A3 as a potential target for microsatellite-stable colorectal cancer,journal-article
10.1158/1538-7445.am2023-2505,Abstract 2505: PYCR1 inhibition in multiple myeloma-associated stroma limits tumor growth,journal-article
10.1158/1538-7445.am2023-3016,Abstract 3016: Cancers attributable to infectious agents in Italy,journal-article
10.1158/1538-7445.am2023-1404,Abstract 1404: A functional genetic polymorphism of mitochondrion-associated DNAJA3 in nonalcoholic steatohepatitis-related hepatocellular carcinoma,journal-article
10.1158/1538-7445.am2023-3866,Abstract 3866: Targeting AXL can effectively inhibit c-Met-induced therapeutic resistance in renal cancer,journal-article
10.1158/1538-7445.am2023-6525,Abstract 6525: Colon cancer screening and treatment with engineered probiotics,journal-article
10.1158/1538-7445.am2023-3951,"Abstract 3951: Unprecedented forward genetic screens reveal mechanisms of action, drug resistances, and hidden efficacies at amino acid resolution: combination of 5-ALA and Artesunate as a treatment option for glioblastoma multiforme",journal-article
10.1158/1538-7445.am2023-5844,Abstract 5844: Fibroblasts play an immunoregulatory role in lung cancer through exosome secretion and by controlling extracellular matrix composition,journal-article
10.1158/1538-7445.am2023-5861,Abstract 5861: Tumor cell-intrinsic factors promoting fibrotic tumor microenvironment in gastric cancer,journal-article
10.1158/1538-7445.am2023-6164,Abstract 6164: NF-κB and NRF2 signaling pathways affect prognosis in HPV-associated head and neck cancer,journal-article
10.1158/1538-7445.am2023-5750,Abstract 5750: The mutational landscape of ultraconserved elements in human cancers,journal-article
10.1158/1538-7445.am2023-2264,Abstract 2264: Role of first-line immune checkpoint inhibitors monotherapy for oncogene-driven non-small cell lung cancer,journal-article
10.1158/1538-7445.am2023-5751,Abstract 5751: Single-cell epigenomic analysis reveals an important role of the receptor kinase Ror2 in the erosion of cellular identity during pancreatic carcinogenesis,journal-article
10.1158/1538-7445.am2023-4925,Abstract 4925: Cannabidiol and <i>Cannabis Sativa</i> as a potential treatment in vitro prostate cancer cells silenced with RBBp6 and PC3 xenograft,journal-article
10.1158/1538-7445.am2023-5776,Abstract 5776: Advancing a screening platform with panels of patient-derived organoid models for drug discovery and development,journal-article
10.1158/1538-7445.am2023-741,Abstract 741: Incident diabetes by obesity-related cancer status and cancer treatment type,journal-article
10.1158/1538-7445.am2023-4073,Abstract 4073: Tunable STAT activation by synthetic pathway activators (SPAs) increases engineered T-cell potency and persistence,journal-article
10.1158/1538-7445.am2023-6729,Abstract 6729: Urea cycle metabolism is disturbed in Fibrolamellar carcinoma,journal-article
10.1158/1538-7445.am2023-5638,Abstract 5638: Total-sync ultra-content microscopic opto-biotinylation enables high-sensitivity hypothesis-free subcellular protein discovery,journal-article
10.1158/1538-7445.am2023-746,Abstract 746: Disparities in factors affecting access to palliative care in patients with stage IV breast cancer,journal-article
10.1158/1538-7445.am2023-4383,"Abstract 4383: Development and validation of the Lung Cancer-Health Index (LC-HI), a clinically-relevant, disease-specific patient-reported outcome measure",journal-article
10.1158/1538-7445.am2023-1649,Abstract 1649: Chemically induced chaperone-mediated protein degradation (CHAMP) of KRAS(G12C),journal-article
10.1158/1538-7445.am2023-5806,Abstract 5806: Kinase library screening identifies IGF-1R/PI3K/AKT axis as a crucial pathway for survival of intrahepatic cholangiocarcinoma cells with stemness characteristics,journal-article
10.1158/1538-7445.am2023-6271,Abstract 6271: Discovery of BR1733 for the treatment of SWI/SNF deficient or highly vascularized solid tumor,journal-article
10.1158/1538-7445.am2023-5161,Abstract 5161: Molecular mechanisms of early-stage lung adenocarcinoma initiation,journal-article
10.1158/1538-7445.am2023-3907,"Abstract 3907: Targeting adaptive resistance to EGFR and KRAS G12C inhibitors by TT125-802, a novel and specific CBP/p300 bromodomain inhibitor",journal-article
10.1158/1538-7445.am2023-669,Abstract 669: Immunophenotyping of human brain tumors reveals myeloid cell mediated anti-glioma axis,journal-article
10.1158/1538-7445.am2023-3398,Abstract 3398: Clinical use of next-generation sequencing panel in pediatric oncology patients,journal-article
10.1158/1538-7445.am2023-6653,Abstract 6653: Analysis of selective response of anti-PD-L1 treatment in huPBMC-NCG mice reconstituted with different donors,journal-article
10.1158/1538-7445.am2023-2168,Abstract 2168: Identifying a surrogate biomarker for neuropilin-2 axis in serum of prostate cancer patients,journal-article
10.1158/1538-7445.am2023-6556,Abstract 6556: A gene signature of DNA damage response pathway is predictive of patient clinical outcomes and is associated with tumor immune microenvironment of lung adenocarcinoma,journal-article
10.1158/1538-7445.am2023-5662,Abstract 5662: Early unwanted immunogenicity assessment of immuno oncology drugs,journal-article
10.1158/1538-7445.am2023-6496,Abstract 6496: Exposure phenotype risk scores (E-PRS) and prostate cancer aggressiveness in the Michigan Genomics Initiative (MGI),journal-article
10.1158/1538-7445.am2023-4530,Abstract 4530: Single-cell analysis of oral squamous cell carcinoma (OSCC) from smoker vs. non-smoker patients highlights two groups of tumors with distinct immune microenvironments,journal-article
10.1158/1538-7445.am2023-5341,Abstract 5341: Data mining of PubChem bioassay data reveals OXPHOS inhibitors with anti-cancer activity,journal-article
10.1158/2159-8290.cd-rw2023-039,Lymphatic Vessels Suppress T-cell Accumulation in Melanoma Tumors,journal-article
10.1158/2159-8290.cd-rw2023-095,α4β7-Positive T Cells Mediate Responses to Cancer Immunotherapy,journal-article
10.1158/1538-7755.disp23-b022,Abstract B022: Understanding and addressing disparities in cancer therapy induced inflammation and associated endothelial dysfunction,journal-article
10.1158/1538-7755.disp23-a018,Abstract A018: A transdisciplinary team approach to understanding cancer disparities in the transgender/nonbinary population,journal-article
10.1158/1538-7755.disp23-c111,Abstract C111: Do electronic health records assist providers to provide equitable referral for breast and cervical cancer screening between black and white women?,journal-article
10.1158/1535-7163.targ-23-b102,Abstract B102: Predicting small cell lung cancer liver metastasis,journal-article
10.1158/2159-8290.cd-rw2023-066,Lung Tumors That Metastasize Have Distinct Genomic and Clinical Profiles,journal-article
10.1158/2159-8290.cd-rw2023-067,Transcriptional–Translational Conflict Hinders Bladder Oncogenesis,journal-article
10.1158/1538-7755.disp23-c035,Abstract C035: Impact of South Florida environmental chemicals on breast cells derived from women of different ancestries,journal-article
10.1158/1535-7163.targ-23-c148,Abstract C148: Type II ROS1 inhibitors and their liability on ROS1 rearranged non-small cell lung cancer with L2086F mutation,journal-article
10.1158/1535-7163.targ-23-a028,"Abstract A028: Cornulin, An epithelial differentiation marker: A novel antitumor protein and prognosticator in patients with Head and Neck Squamous Cell Carcinoma",journal-article
10.1158/2326-6074.tumimm23-a036,Abstract A036: Development of a stirred-tank bioreactor scale-up approach to allogeneic natural killer cell culture,journal-article
10.1158/1538-7755.disp23-a036,Abstract A036: The role of multisectoral partnerships in the dissemination of HPV vaccination campaigns in Puerto Rico,journal-article
10.1158/1535-7163.targ-23-lb_a19,Abstract LB_A19: Genome-wide CRISPR/Cas9 screens for the identification of targeted vulnerabilties in PARP inhibitor-resistant PARG;BRCA2-deficient tumor cells: A focus on EXO1/FEN1-mediated DNA repair,journal-article
10.1158/1535-7163.targ-23-a001,Abstract A001: Mapping the interaction between C-type lectin domain group 14A and Multimerin 2,journal-article
10.1158/1538-7755.disp23-a088,Abstract A088: The impact of race and rurality on employment disparities for cancer survivors,journal-article
10.1158/1535-7163.targ-23-b157,Abstract B157: Preclinical evaluation of the blood-brain barrier permeability and intracranial efficacy of the next-generation RET inhibitor Vepafestinib,journal-article
10.1158/1538-7755.disp23-a086,"Abstract A086: Increasing the arm of research by finding and training key community stakeholders: The Mayo Clinic ""Community Engagement in Research and Clinical Trial (CERCT)"" curriculum phase 2",journal-article
10.1158/1535-7163.targ-23-a143,Abstract A143: Coupling fragment-based screening with targeted protein degradation and genetic rescue to identify and explore the function of a non-canonical pocket on eIF4E,journal-article
10.1158/1538-7755.disp23-c093,Abstract C093: Increasing racial diversity of lung adenocarcinoma cell lines to mitigate lung cancer health disparities,journal-article
10.1158/1538-7755.disp23-b006,Abstract B006: Association between unmet needs and resilience among cancer survivors in Kentucky,journal-article
10.1158/1538-7755.disp23-pr013,Abstract PR013: Association of a polymorphic variant in JMJD1C with response to chemoradiotherapy in rectal cancer and head and neck cancer: Implications for a diverse population,journal-article
10.1158/1538-7755.disp23-a113,Abstract A113: Attitudes towards climate change among cancer patients and caregivers in Puerto Rico,journal-article
10.1158/1535-7163.targ-23-a172,"Abstract A172: TP-317, a first-in-class resolvin E1 small molecule, drives adjuvant efficacy in solid tumors by engaging innate and adaptive anti-tumor immunity in the tumor microenvironment (TME) and has neoadjuvant potential",journal-article
10.1158/1535-7163.targ-23-a016,Abstract A016: Novel LEF1 gene structural variants in T-cell acute lymphoblastic leukemia Patient-Derived Xenografts models,journal-article
10.1158/1535-7163.targ-23-c059,Abstract C059: Probabilistic graph-based model uncovers druggable vulnerabilities in major solid cancers,journal-article
10.1158/1538-7755.disp23-b029,Abstract B029: Genetic changes &amp; polymorphisms of neurotransmitter receptors associated with chemotherapy-induced nausea and vomiting in cancer patients,journal-article
10.1158/1535-7163.targ-23-a117,Abstract A117: Evaluation of <i>nab</i>-sirolimus in combination with PI3K pathway inhibitors to overcome PI3K/mTOR resistance in PI3K-mutant breast cancer cell lines,journal-article
10.1158/1538-7755.disp23-c031,Abstract C031: ABCD3 expression is upregulated Caucasian and Asian breast cancer patients and is associated with non-responsiveness to endocrine therapy in luminal breast cancers,journal-article
10.1158/1538-7445.am2023-1502,Abstract 1502: PRAME modulates the effect of retinoids on keratinocyte differentiation and cell cycle progression in basal cell carcinoma and cutaneous squamous cell carcinoma,journal-article
10.1158/1538-7445.am2023-ct113,Abstract CT113: Safety and efficacy of Tumor Treating Fields (TTFields) combined with bevacizumab and systemic chemotherapy in recurrent GBM,journal-article
10.1158/1538-7445.am2023-lb063,Abstract LB063: An integrated transomics approach reveals significant differences between EGFR inhibitors with the potential to identify novel targets to overcome EGFR resistance,journal-article
10.1158/1538-7445.am2023-ct232,"Abstract CT232: Safety, efficacy, and tolerability of FHND9041 capsules as first-line treatment in patients with EGFR sensitive mutations or second/third-line treatment in patients with T790M+ advanced non-small cell lung cancer (NSCLC): results from a phase I/II single-arm, multi-center, open-label study",journal-article
10.1158/1538-7445.am2023-lb235,Abstract LB235: Mechanistic studies on VNLG-152R-mediated tumor inhibition of triple negative breast cancer,journal-article
10.1158/1538-7445.am2023-lb354,Abstract LB354: 9p arm loss is an important predictor of immune evasion in several human cancers,journal-article
10.1158/1538-7445.am2023-1370,Abstract 1370: Overexpression of the small GTPase Rab27B regulates autophagy flux and contributes to tumor growth in colorectal cancer,journal-article
10.1158/2159-8290.cd-13-11-iti,Highlighted research articles,journal-article
10.1158/1538-7445.am2023-lb260,Abstract LB260: Assessing the suitability of our exosomal small ncRNAs to serve as biomarkers for breast cancer &amp; elucidating the relationship of exosomal ncRNAs and cancer cells from t-47d and hc1143 cell lines,journal-article
10.1158/2326-6066.cir-23-0765,AACR Cancer Centers Alliance: Fostering Collaboration and Innovation to Advance Lifesaving Scientific Discoveries for Patients,journal-article
10.1158/1538-7445.am2023-3268,"Abstract 3268: Biomarkers of drug-tolerant persistent melanoma cells in human, correlation with tumor microenvironment and response to treatment",journal-article
10.1158/1538-7445.am2023-3104,Abstract 3104: Synthesis and optimization of small molecules designed to stimulate the immune system by inducing DNA damage and blocking PD-1/PD-L1,journal-article
10.1158/1538-7445.am2023-2112,Abstract 2112: Reporting recommendations for translational cancer genomic studies,journal-article
10.1158/1538-7445.am2023-5606,Abstract 5606: Dynamics of sequence and structural cell-free DNA landscapes in small-cell lung cancer during systemic therapy,journal-article
10.1158/1538-7445.am2023-1040,Abstract 1040: Evaluation of blood collection tube’s performance for analysis of liquid biopsies by flow and mass cytometry,journal-article
10.1158/1538-7445.am2023-3616,Abstract 3616: Investigating proto-oncogene PBF-induced cell migration and invasion,journal-article
10.1158/1538-7445.am2023-3812,Abstract 3812: Circular RNAs from the PAX5 oncogene are overexpressed in B-cell malignancies and modulate cancer processes,journal-article
10.1158/1538-7445.am2023-6339,"Abstract 6339: BCA101, a novel tumor-targeted bifunctional fusion antibody simultaneously inhibiting EGFR and TGF-β signaling with potential for durable tumor growth inhibition",journal-article
10.1158/1940-6215.precprev22-ia024,Abstract IA024: The role of consortia building the paradigm of blood-based early cancer detection,journal-article
10.1158/1940-6215.precprev22-ia004,Abstract IA004: Molecular imaging and multi-cancer detection for precision medicine,journal-article
10.1158/1940-6215.precprev22-ia020,Abstract IA020: Early cancer detection through the analyses of extracellular vesicles,journal-article
10.1158/0008-5472.can-83-7-bi,Highlights from Recent Cancer Literature,journal-article
10.1158/2159-8290.cd-nb2022-0073,"Going after CD70 with CAR T, NK Cells",journal-article
10.1158/1538-7445.am2023-6255,Abstract 6255: Anti-proliferative effect of two copper complexes against medulloblastoma cells,journal-article
10.1158/1538-7755.disp22-a092,Abstract A092: All of Us research program: Health equity and precision medicine,journal-article
10.1158/1538-7755.disp22-a051,"Abstract A051: Inequities in financial burden, quality of life, and physical functioning among cancer survivors: A nationally-representative Medical Expenditures Panel Survey (MEPS) study",journal-article
10.1158/1538-7445.am2023-3996,"Abstract 3996: The impact of HER3 dynamics on the efficacy of HER3-DXd, a novel HER3 directed antibody-drug conjugate",journal-article
10.1158/1557-3125.ras23-ia10,Abstract IA10: K-RAS hyperexchange mutants in colorectal cancer,journal-article
10.1158/1557-3125.ras23-ia19,Abstract IA19: Oncogenic KRAS and the regulation of the pancreatic cancer microenvironment.,journal-article
10.1158/1538-7445.prca2023-b001,Abstract B001: Heterogeneity of cancer network biophysical phenotypes is required for tumor muscle invasion <i>in vivo</i>,journal-article
10.1158/1538-7445.prca2023-pr005,Abstract PR005: Multi-level functional genomics reveals molecular and cellular oncogenicity of patient-based 3’ untranslated region mutations,journal-article
10.1158/1538-7445.prca2023-a079,Abstract A079: Glutamine antagonist prodrug JHU083 reprograms immunosuppressive tumor-associated macrophages to drive tumor immunity in urologic cancers,journal-article
10.1158/1538-7445.prca2023-pr001,"Abstract PR001: An endogenous molecular brake preventing APOBEC-driven tumor mutational burden, heterogeneity and AR therapy resistance",journal-article
10.1158/1538-7445.prca2023-b047,Abstract B047: Characterizing the landscape of extracellular vesicles from prostate cancer cell lines,journal-article
10.1158/1538-7445.prca2023-a010,Abstract A010: <i>ANO7</i> expression changes in prostate cancer progression — Association with an aggressive phenotype?,journal-article
10.1158/1538-7445.sabcs22-pd15-06,Abstract PD15-06: PD15-06 Pathologic complete response and breast-conserving surgery are associated with improved prognosis in patients with early-stage triple-negative breast cancer treated with neoadjuvant chemotherapy,journal-article
10.1158/2643-3249.aml23-ia11,Abstract IA11: Targeting IDH-mutant myeloid leukemia by disabling metabolic dependencies,journal-article
10.1158/1557-3125.ras23-b024,Abstract B024: Combined inhibition of farnesyltransferase and MEK is effective in fusion-negative HRAS-mutant rhabdomyosarcoma,journal-article
10.1158/1557-3125.ras23-a013,Abstract A013: Role of EGFR in KRAS-mediated resistances in colorectal cancer. &amp;lt;/title&amp;gt;,journal-article
10.1158/1557-3125.ras23-b023,Abstract B023: Inhibition of RAS signaling and tumorigenesis through targeting novel vulnerabilities,journal-article
10.1158/1538-7445.sabcs22-p3-02-01,Abstract P3-02-01: Chemotherapy plus immunotherapy in stage IV triple-negative breast cancer patient during pregnancy: a case report,journal-article
10.1158/1538-7445.metastasis22-pr004,Abstract PR004: Mechanistic basis for TGF-β-induced fibrogenic EMTs in metastasis,journal-article
10.1158/1538-7445.agca22-pr001,Abstract PR001: Dissecting the role of aging and inflammation on clonal hematopoiesis,journal-article
10.1158/1538-7755.disp22-pr001,Abstract PR001: Assessing differences in miRNA profiles by race and ethnicity: Implications for creating an equitable ovarian cancer early detection test,journal-article
10.1158/1538-7755.disp22-a022,Abstract A022: Comparing prostate specific antigen dynamics between Black patients and White patients,journal-article
10.1158/1538-7755.disp22-c050,"Abstract C050: The role of PD-L1, ACKR/DARC, Livin and Annexin A5 in malignant tumours of the bone, prostate, breast, eye/orbit, nasopharynx, and metastatic carcinomas to the brain, neck and lymph node among West Africans in Zaria, Nigeria",journal-article
10.1158/1538-7755.disp22-b126,Abstract B126: Examining Medicaid-serving primary care teams and delivery context on quality of care transitions to oncology: Implications for health equity,journal-article
10.1158/1538-7755.disp22-ia045,Abstract IA045: Bio-behavioral approaches to reducing racial disparities in obesity and GI cancers,journal-article
10.1158/1538-7445.am2023-1377,"Abstract 1377: DCC-3116, a first-in-class selective inhibitor of ULK1/2 kinases and autophagy, synergizes with encorafenib and cetuximab in BRAF V600E mutant colorectal cancer models",journal-article
10.1158/1538-7755.asgcr23-abstract-85,Abstract 85: The Social and Economic Impact of a Cervical Cancer Diagnosis on Women and Children in Uganda,journal-article
10.1158/1538-7445.am2023-481,Abstract 481: Investigating molecular glues as a new therapeutic approach to high-risk neuroblastoma,journal-article
10.1158/2159-8290.cd-rw2023-119,RHINO and Polθ Mediate DNA Double-Strand Break Repair during Mitosis,journal-article
10.1158/1538-7445.sabcs22-pd14-07,Abstract PD14-07: PD14-07 Associations of Breast Cancer Risk Level and Prediction of Tumor Aggressiveness in the Athena Breast Health Network,journal-article
10.1158/1538-7755.disp22-c086,"Abstract C086: A summary of findings from the Breast Cancer, Race and Place (BCRP) study on structural racism and breast cancer survival disparities in the United States, based in Milwaukee, WI",journal-article
10.1158/2159-8290.cd-rw2023-154,β-Adrenergic Signaling through ADRB1 Promotes CD8+ T-cell Exhaustion,journal-article
10.1158/1538-7445.am2023-1283,Abstract 1283: MUC5AC promotes brain metastases and colonization in non small cell lung cancer,journal-article
10.1158/1538-7445.am2023-ct131,Abstract CT131: Initial preclinical and clinical experience of autologous engineered monocytes in T cell lymphoma patients,journal-article
10.1158/1535-7163.targ-23-lb_c03,Abstract LB_C03: Protein translation inhibition enforces histone deacetylase inhibitor activity resulting in synergistic pancreatic cancer cell death,journal-article
10.1158/1538-7445.am2023-6579,Abstract 6579: Accelerating de-identification of images with cloud services to support data sharing in cancer research,journal-article
10.1158/1538-7445.am2023-4991,Abstract 4991: Phosphorylation of MERTK is required for nuclear localization in non-small cell lung cancer (NSCLC),journal-article
10.1158/1538-7445.am2023-25,Abstract 25: MIF and NR3C2 interactively regulate glucose metabolism in pancreatic cancer,journal-article
10.1158/1538-7445.am2023-1408,Abstract 1408: Increased infiltrating class-switched memory B cell in breast cancer tumors were associated with favorable prognostic outcome,journal-article
10.1158/1078-0432.ccr-23-1932,"A. William Blackstock, Jr: In Memoriam (1963–2023)",journal-article
10.1158/1538-7445.kidney23-b033,Abstract B033: Targeting acquired resistance to HIF2α inhibition in kidney cancer,journal-article
10.1158/1538-7445.am2023-4684,Abstract 4684: Genomic and transcriptomic analysis of a diffuse pleural mesothelioma patient-derived xenograft library,journal-article
10.1158/1538-7445.am2023-1638,"Abstract 1638: Validation of a novel pan-Ras inhibitor, ADT-007, against lethal variants of prostate cancer",journal-article
10.1158/1535-7163.targ-23-b040,Abstract B040: NCI 10129: A Phase 2 Study of the PARP inhibitor Olaparib (AZD2281) in IDH1 and IDH2 mutant advanced solid tumors,journal-article
10.1158/1538-7445.am2023-4094,Abstract 4094: Enhanced CRISPR-Cas9 edited CAR-T cells through simultaneous inactivation of multiple T cell exhaustion pathways,journal-article
10.1158/1535-7163.targ-23-lb_c07,Abstract LB_C07: Utilizing a BCL-2 inhibitor (venetoclax) to overcome doxorubicin resistance in triple-negative breast cancer,journal-article
10.1158/1538-7445.am2023-4009,"Abstract 4009: Discovery of PLM-102, a highly potent 3rd generation FLT3 inhibitor, in drug-resistant FLT3-ITD-TKD mutated acute myeloid leukemia",journal-article
10.1158/1055-9965.epi-22-1307,Short-term Endpoints for Cancer Screening Trials: Does Tumor Subtype Matter?,journal-article
10.1158/1940-6207.capr-22-0500,Biology of Precancers and Opportunities for Cancer Interception: Lesson from Colorectal Cancer Susceptibility Syndromes,journal-article
10.1158/1940-6207.capr-23-0060,A Systematic Review and Pooled Analysis of Hypothesized versus Observed Effect Sizes in Early Phase Cancer Prevention Clinical Trials,journal-article
10.1158/1078-0432.ccr-23-1243,PET Imaging of Nectin-4: A Promising Tool for Personalized/Precision Oncology,journal-article
10.1158/1538-7445.sabcs22-pd13-11,"Abstract PD13-11: PD13-11 Final Overall Survival Analysis of Monarch 2 : A Phase 3 trial of Abemaciclib Plus Fulvestrant in Patients with Hormone Receptor-Positive, HER2-Negative Advanced Breast Cancer",journal-article
10.1158/1078-0432.ccr-23-1041,"FDA Approval Summary: Tucatinib with Trastuzumab for Advanced Unresectable or Metastatic, Chemotherapy Refractory,
                    <i>HER2</i>
                    -Positive
                    <i>RAS</i>
                    Wild-Type Colorectal Cancer",journal-article
10.1158/1078-0432.ccr-23-0354,"A Phase II Study of Durvalumab for Bacillus Calmette-Guerin (BCG) Unresponsive Urothelial Carcinoma
                    <i>In Situ</i>
                    of the Bladder",journal-article
10.1158/1078-0432.ccr-23-0416,Clinical Activity of Combined Telomerase Vaccination and Pembrolizumab in Advanced Melanoma: Results from a Phase I Trial,journal-article
10.1158/1078-0432.ccr-23-1295,"<i>MGMT</i>
                    Promoter Methylation Predicts Overall Survival after Chemotherapy for 1p/19q-Codeleted Gliomas",journal-article
10.1158/1078-0432.ccr-23-0673,"Preclinical Efficacy of LP-184, a Tumor Site Activated Synthetic Lethal Therapeutic, in Glioblastoma",journal-article
10.1158/1078-0432.ccr-23-1789,Sensitive MRD Detection from Lymphatic Fluid after Surgery in HPV-Associated Oropharyngeal Cancer,journal-article
10.1158/1078-0432.ccr-23-0290,ATM-Inhibitor AZD1390 Is a Radiosensitizer for Breast Cancer CNS Metastasis,journal-article
10.1158/1078-0432.ccr-22-2976,Thyroid Cancers Exhibit Oncogene-Enhanced Macropinocytosis that Is Restrained by IGF1R and Promote Albumin–Drug Conjugate Response,journal-article
10.1158/1940-6207.capr-22-0413,"Safety Run-in of Intramuscular pNGVL4a-Sig/E7(detox)/HSP70 DNA and TA-CIN Protein Vaccination as Treatment for HPV16+ ASC-US, ASC-H, or LSIL/CIN1",journal-article
10.1158/2767-9764.crc-23-0013,Deconstructing Olfactory Epithelium Developmental Pathways in Olfactory Neuroblastoma,journal-article
10.1158/2159-8290.cd-22-0982,Mitochondrial-Encoded Complex I Impairment Induces a Targetable Dependency on Aerobic Fermentation in Hürthle Cell Carcinoma of the Thyroid,journal-article
10.1158/2326-6066.cir-22-0254,AXL Inhibition Improves the Antitumor Activity of Chimeric Antigen Receptor T Cells,journal-article
10.1158/2767-9764.crc-23-0065,Pancreatic Ductal Adenocarcinoma Cells Regulate NLRP3 Activation to Generate a Tolerogenic Microenvironment,journal-article
10.1158/2767-9764.crc-23-0137,Safety and Clinical Response to Combined Immunotherapy with Autologous iNKT Cells and PD-1+CD8+ T Cells in Patients Failing First-line Chemotherapy in Stage IV Pancreatic Cancer,journal-article
10.1158/2767-9764.crc-23-0195,Cancer-prone Phenotypes and Gene Expression Heterogeneity at Single-cell Resolution in Cigarette-smoking Lungs,journal-article
10.1158/2767-9764.crc-23-0038,Evaluating Work Impairment as a Source of Financial Toxicity in Cancer Healthcare and Negative Impacts on Health Status,journal-article
10.1158/2326-6066.cir-23-0211,Single-Cell Transcriptomics Reveals the Heterogeneity of the Immune Landscape of IDH–Wild-Type High-Grade Gliomas,journal-article
10.1158/0008-5472.can-23-0969,Fatty Acid Oxidation Mediated by Malonyl-CoA Decarboxylase Represses Renal Cell Carcinoma Progression,journal-article
10.1158/1078-0432.ccr-22-3526,Comprehensive ctDNA Measurements Improve Prediction of Clinical Outcomes and Enable Dynamic Tracking of Disease Progression in Advanced Pancreatic Cancer,journal-article
10.1158/1078-0432.ccr-23-0876,The Landscape of Alterations from 1407 Ultra-Rare Sarcomas from the AACR GENIE Database: Clinical Implications,journal-article
